City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Bubaque,GW,2022-08-08 01:15:55,11.2833,-15.8333,78.37,86,100,12.5,light rain
262,Iralaya,HN,2022-08-08 01:15:55,15.0,-83.2333,80.02,87,100,11.63,overcast clouds
263,Concordia,AR,2022-08-08 01:12:32,-31.393,-58.0209,57.78,79,100,11.99,overcast clouds
264,Nanortalik,GL,2022-08-08 01:15:55,60.1432,-45.2371,44.37,81,13,5.68,few clouds
265,Oranjemund,NA,2022-08-08 01:15:56,-28.55,16.4333,53.13,82,0,5.86,clear sky
266,Pedraza,CO,2022-08-08 01:15:56,10.1874,-74.915,77.36,93,100,5.5,overcast clouds
267,Saskylakh,RU,2022-08-08 01:15:57,71.9167,114.0833,54.09,56,100,10.42,overcast clouds
268,Port Moresby,PG,2022-08-08 01:15:57,-9.4431,147.1797,87.22,58,40,12.66,haze
269,Toora-Khem,RU,2022-08-08 01:15:58,52.4675,96.11,57.16,47,100,2.24,overcast clouds
270,Vestmannaeyjar,IS,2022-08-08 01:15:37,63.4427,-20.2734,51.75,87,61,18.3,broken clouds
271,Sarankhola,BD,2022-08-08 01:15:58,22.3082,89.7897,81.25,88,100,6.71,overcast clouds
272,Vuktyl,RU,2022-08-08 01:15:58,63.8567,57.3094,67.46,65,45,7.63,scattered clouds
273,Kavaratti,IN,2022-08-08 01:15:59,10.5669,72.642,80.24,84,100,24.02,overcast clouds
274,Coihaique,CL,2022-08-08 01:14:22,-45.5752,-72.0662,37.35,81,100,3.44,overcast clouds
275,Vanimo,PG,2022-08-08 01:15:59,-2.6741,141.3028,82.83,75,100,7.05,overcast clouds
276,Rio Negrinho,BR,2022-08-08 01:16:00,-26.2544,-49.5183,55.94,99,100,1.48,moderate rain
277,Tilichiki,RU,2022-08-08 01:16:00,60.4667,166.1,65.08,57,100,5.73,overcast clouds
278,Narsaq,GL,2022-08-08 01:16:00,60.9167,-46.05,43.02,77,0,1.63,clear sky
279,Ban Nahin,LA,2022-08-08 01:16:01,18.2418,104.2122,78.22,91,81,0.04,light rain
280,Husum,DE,2022-08-08 01:16:01,54.4858,9.0524,56.98,89,11,3.18,few clouds
281,Salalah,OM,2022-08-08 01:16:02,17.0151,54.0924,75.29,100,100,6.91,light intensity drizzle
282,Dingle,PH,2022-08-08 01:16:03,10.9995,122.6711,80.37,82,99,4.0,overcast clouds
283,Taoudenni,ML,2022-08-08 01:16:03,22.6783,-3.9836,99.0,11,4,9.95,clear sky
284,Araouane,ML,2022-08-08 01:16:03,18.9048,-3.5265,97.52,18,15,8.75,few clouds
285,Brae,GB,2022-08-08 01:16:04,60.3964,-1.353,55.44,97,100,13.06,overcast clouds
286,Roald,NO,2022-08-08 01:16:04,62.5833,6.1333,58.75,88,100,10.36,overcast clouds
287,Flinders,AU,2022-08-08 01:16:05,-34.5833,150.8552,61.18,60,32,5.01,scattered clouds
288,Chokwe,MZ,2022-08-08 01:16:05,-24.5333,32.9833,68.04,66,7,8.34,clear sky
289,Lamu,KE,2022-08-08 01:16:06,-2.2717,40.902,71.82,77,72,16.82,broken clouds
290,Khani,GE,2022-08-08 01:16:06,41.9563,42.9566,62.17,95,47,2.44,scattered clouds
291,La Asuncion,VE,2022-08-08 01:15:07,11.0333,-63.8628,82.13,83,52,9.22,broken clouds
292,Arlit,NE,2022-08-08 01:15:37,18.7369,7.3853,93.56,32,93,13.8,overcast clouds
293,Aklavik,CA,2022-08-08 01:16:07,68.2191,-135.0107,56.91,60,68,8.84,broken clouds
294,Sulphur Springs,US,2022-08-08 01:16:07,33.1385,-95.6011,94.95,34,100,5.75,overcast clouds
295,Deputatskiy,RU,2022-08-08 01:16:08,69.3,139.9,49.86,88,100,4.74,overcast clouds
296,Grindavik,IS,2022-08-08 01:16:08,63.8424,-22.4338,49.95,93,75,13.8,broken clouds
297,Kaitangata,NZ,2022-08-08 01:16:09,-46.2817,169.8464,43.5,53,12,13.35,few clouds
298,Osmena,PH,2022-08-08 01:16:09,10.5208,119.9258,81.61,79,81,11.21,light rain
299,Gimli,CA,2022-08-08 01:16:09,50.6336,-96.9907,66.87,63,1,5.68,clear sky
300,Ulaanbaatar,MN,2022-08-08 01:11:39,47.9077,106.8832,59.13,63,40,2.24,scattered clouds
301,Camacupa,AO,2022-08-08 01:16:10,-12.0167,17.4833,55.11,36,0,4.63,clear sky
302,Chama,CH,2022-08-08 01:16:11,47.1821,8.4636,64.65,90,40,0.0,scattered clouds
303,Revuca,SK,2022-08-08 01:16:11,48.6835,20.1173,54.57,55,11,6.4,few clouds
304,Port Antonio,JM,2022-08-08 01:16:12,18.18,-76.4612,84.11,84,25,5.59,scattered clouds
305,Lutkun,RU,2022-08-08 01:16:12,41.4808,47.6858,61.09,92,54,0.89,broken clouds
306,Tobermory,CA,2022-08-08 01:16:13,45.2501,-81.6665,65.37,90,97,18.9,overcast clouds
307,Yellowknife,CA,2022-08-08 01:14:47,62.456,-114.3525,63.12,77,75,3.44,broken clouds
308,Inhambane,MZ,2022-08-08 01:16:14,-23.865,35.3833,68.13,85,0,8.75,clear sky
309,Havre-Saint-Pierre,CA,2022-08-08 01:16:15,50.2334,-63.5986,62.96,59,0,11.5,clear sky
310,Vila,PT,2022-08-08 01:16:15,42.0304,-8.1588,60.69,85,3,2.75,clear sky
311,Vila Franca Do Campo,PT,2022-08-08 01:16:16,37.7167,-25.4333,72.01,87,82,6.33,broken clouds
312,Praia Da Vitoria,PT,2022-08-08 01:16:16,38.7333,-27.0667,72.75,100,20,8.19,few clouds
313,Erdenet,MN,2022-08-08 01:16:17,49.0333,104.0833,58.87,70,48,1.34,scattered clouds
314,Kunya,NG,2022-08-08 01:16:17,12.2233,8.5325,77.16,88,20,9.22,thunderstorm
315,Camocim,BR,2022-08-08 01:16:17,-2.9022,-40.8411,77.36,80,8,15.19,clear sky
316,Nelson Bay,AU,2022-08-08 01:15:21,-32.7167,152.15,62.01,94,87,10.0,light rain
317,Clyde River,CA,2022-08-08 01:16:18,70.4692,-68.5914,37.63,93,0,6.91,clear sky
318,Yarada,IN,2022-08-08 01:16:19,17.65,83.2667,79.12,94,100,5.75,light intensity drizzle
319,Sheregesh,RU,2022-08-08 01:16:19,52.9209,87.9869,59.58,63,3,2.68,clear sky
320,Marolambo,MG,2022-08-08 01:16:19,-20.05,48.1167,54.95,97,7,2.48,clear sky
321,Teacapan,MX,2022-08-08 01:16:20,22.55,-105.75,84.9,71,74,9.69,broken clouds
322,Dahuk,IQ,2022-08-08 01:12:34,36.8695,42.994,83.03,30,0,2.71,clear sky
323,Kenora,CA,2022-08-08 01:15:20,49.8167,-94.4337,63.57,63,75,3.44,broken clouds
324,Okha,RU,2022-08-08 01:16:20,53.5739,142.9478,55.36,95,100,19.13,overcast clouds
325,Coquimbo,CL,2022-08-08 01:16:21,-29.9533,-71.3436,53.33,82,0,3.44,clear sky
326,Ponta Delgada,PT,2022-08-08 01:16:21,37.7333,-25.6667,72.32,88,20,3.44,few clouds
327,Fort Wellington,GY,2022-08-08 01:16:22,6.4,-57.6,79.88,82,22,9.19,few clouds
328,Agadir,MA,2022-08-08 01:16:22,30.4202,-9.5982,64.85,70,0,2.24,clear sky
329,Lasa,IT,2022-08-08 01:16:23,46.6166,10.7002,65.28,90,82,2.04,broken clouds
330,Ust-Karsk,RU,2022-08-08 01:16:23,52.7011,118.8077,65.32,43,0,9.17,clear sky
331,Cabo San Lucas,MX,2022-08-08 01:13:27,22.8909,-109.9124,88.05,74,75,0.0,broken clouds
332,Jalingo,NG,2022-08-08 01:16:23,8.8833,11.3667,73.33,92,100,2.73,light rain
333,Barsovo,RU,2022-08-08 01:16:24,61.1667,73.1667,60.93,66,100,2.48,overcast clouds
334,Abu Kamal,SY,2022-08-08 01:16:25,34.4506,40.9171,86.0,23,2,9.48,clear sky
335,Canutama,BR,2022-08-08 01:16:25,-6.5339,-64.3831,78.01,73,91,1.03,overcast clouds
336,Maiduguri,NG,2022-08-08 01:16:27,11.8464,13.1603,73.18,90,100,1.14,moderate rain
337,Sao Bento Do Sul,BR,2022-08-08 01:16:27,-26.2503,-49.3786,55.24,98,100,1.23,light rain
338,Fairbanks,US,2022-08-08 01:16:28,64.8378,-147.7164,60.6,60,0,10.36,clear sky
339,Staraya Poltavka,RU,2022-08-08 01:16:29,50.4772,46.4814,71.1,41,7,7.11,clear sky
340,Atambua,ID,2022-08-08 01:16:30,-9.1061,124.8925,80.67,52,8,2.42,clear sky
341,Arica,CL,2022-08-08 01:16:30,-18.475,-70.3042,59.23,77,100,8.05,overcast clouds
342,Kaya,BF,2022-08-08 01:16:31,13.0917,-1.0844,81.41,68,46,7.85,light rain
343,Florida,US,2022-08-08 01:15:16,28.7505,-82.5001,80.08,90,100,9.22,overcast clouds
344,Thinadhoo,MV,2022-08-08 01:16:31,0.5333,72.9333,81.72,73,100,6.71,overcast clouds
345,Ararat,AM,2022-08-08 01:16:32,39.8317,44.7049,75.54,67,0,5.84,clear sky
346,Bonthe,SL,2022-08-08 01:16:32,7.5264,-12.505,75.47,88,60,7.99,light rain
347,Abha,SA,2022-08-08 01:16:34,18.2164,42.5053,64.22,88,0,0.0,clear sky
348,Kysyl-Syr,RU,2022-08-08 01:16:34,63.8986,122.7617,61.63,80,79,6.02,broken clouds
349,West Bay,KY,2022-08-08 01:16:35,19.3667,-81.4167,84.27,80,20,9.22,few clouds
350,Acajutla,SV,2022-08-08 01:16:35,13.5928,-89.8275,79.7,82,98,4.29,overcast clouds
351,Bonavista,CA,2022-08-08 01:16:36,48.6499,-53.1147,66.9,90,100,22.19,overcast clouds
352,Gamba,GA,2022-08-08 01:16:36,-2.65,10.0,67.69,86,45,5.93,scattered clouds
353,Marsh Harbour,BS,2022-08-08 01:16:36,26.5412,-77.0636,83.14,71,33,10.56,scattered clouds
354,Buchanan,LR,2022-08-08 01:16:37,5.8808,-10.0467,74.03,82,69,7.18,broken clouds
355,Sioux Lookout,CA,2022-08-08 01:15:21,50.1001,-91.917,64.47,59,75,2.3,broken clouds
356,Beira,MZ,2022-08-08 01:16:37,-19.8436,34.8389,60.89,100,0,4.61,fog
357,Yangambi,CD,2022-08-08 01:16:38,0.8102,24.4336,69.89,91,51,2.17,broken clouds
358,Shelbyville,US,2022-08-08 01:16:35,35.4834,-86.4603,76.48,81,74,3.96,broken clouds
359,Maine-Soroa,NE,2022-08-08 01:16:38,13.2114,12.0241,77.05,79,100,8.32,moderate rain
360,Den Helder,NL,2022-08-08 01:16:39,52.9599,4.7593,62.58,92,100,2.3,overcast clouds
361,Dovbysh,UA,2022-08-08 01:16:40,50.3733,27.9874,57.24,93,74,6.35,broken clouds
362,Veraval,IN,2022-08-08 01:16:40,20.9,70.3667,80.64,90,100,8.34,moderate rain
363,Ola,RU,2022-08-08 01:16:40,59.5833,151.2833,60.26,69,92,5.77,overcast clouds
364,Ambatondrazaka,MG,2022-08-08 01:16:41,-17.8333,48.4167,51.87,97,56,3.65,broken clouds
365,Latung,PH,2022-08-08 01:16:42,5.5,120.8833,81.23,72,100,4.12,overcast clouds
366,Trincomalee,LK,2022-08-08 01:16:43,8.5711,81.2335,79.63,76,95,23.53,overcast clouds
367,Vao,NC,2022-08-08 01:16:43,-22.6667,167.4833,71.78,83,14,9.17,few clouds
368,Bredy,RU,2022-08-08 01:16:44,52.4153,60.3411,63.3,79,100,7.4,overcast clouds
369,Kieta,PG,2022-08-08 01:16:44,-6.2167,155.6333,84.27,69,43,4.47,light rain
370,Boende,CD,2022-08-08 01:16:44,-0.2167,20.8667,72.72,83,36,2.73,scattered clouds
371,Atar,MR,2022-08-08 01:16:45,20.5169,-13.0499,94.44,34,10,7.27,clear sky
372,Ust-Nera,RU,2022-08-08 01:16:45,64.5667,143.2,67.73,62,87,2.39,overcast clouds
373,Lagunas,PE,2022-08-08 01:16:46,-5.2269,-75.6753,79.07,72,97,1.05,overcast clouds
374,Yulara,AU,2022-08-08 01:15:47,-25.2406,130.9889,59.99,29,5,14.9,clear sky
375,Bengkulu,ID,2022-08-08 01:16:46,-3.8004,102.2655,77.86,79,15,4.88,few clouds
376,Port Lincoln,AU,2022-08-08 01:15:37,-34.7333,135.8667,53.8,63,0,7.9,clear sky
377,Umm Lajj,SA,2022-08-08 01:16:47,25.0213,37.2685,86.83,79,49,9.31,light rain
378,Ilheus,BR,2022-08-08 01:12:46,-14.7889,-39.0494,69.55,80,15,4.99,few clouds
379,Pacific Grove,US,2022-08-08 01:16:48,36.6177,-121.9166,79.25,74,0,10.36,clear sky
380,Elko,US,2022-08-08 01:15:11,41.0002,-115.5012,89.74,23,6,5.99,clear sky
381,Goulburn,AU,2022-08-08 01:16:48,-34.75,149.7167,49.93,62,8,5.12,clear sky
382,Altay,CN,2022-08-08 01:16:49,47.8667,88.1167,75.24,33,35,1.48,scattered clouds
383,Mehamn,NO,2022-08-08 01:16:49,71.0357,27.8492,49.91,93,100,14.97,light rain
384,Mount Gambier,AU,2022-08-08 01:16:50,-37.8333,140.7667,49.84,70,95,4.94,overcast clouds
385,Olafsvik,IS,2022-08-08 01:16:50,64.8945,-23.7142,50.58,83,60,21.03,light rain
386,San Miguel De Cauri,PE,2022-08-08 01:16:51,-10.1,-76.5833,45.88,88,93,4.34,overcast clouds
387,Nowe Miasto Lubawskie,PL,2022-08-08 01:13:27,53.4208,19.5952,57.04,72,99,5.61,overcast clouds
388,Purpe,RU,2022-08-08 01:16:52,64.4803,76.6897,66.13,74,29,8.57,light rain
389,Tura,IN,2022-08-08 01:16:52,25.5198,90.2201,75.9,97,100,2.95,light rain
390,Alta Floresta,BR,2022-08-08 01:16:52,-9.8756,-56.0861,75.02,88,0,2.3,clear sky
391,Gatton,AU,2022-08-08 01:16:53,-27.55,152.2833,63.64,39,0,3.8,clear sky
392,Bardiyah,LY,2022-08-08 01:16:53,31.7561,25.0865,77.11,82,0,12.59,clear sky
393,Westport,US,2022-08-08 01:12:13,41.1415,-73.3579,84.11,64,75,9.22,broken clouds
394,Los Lunas,US,2022-08-08 01:16:54,34.8062,-106.7334,89.33,21,2,5.37,light rain
395,Hovd,MN,2022-08-08 01:16:54,48.0056,91.6419,69.51,33,0,4.43,clear sky
396,Ivolginsk,RU,2022-08-08 01:16:55,51.7492,107.2837,56.86,67,0,2.24,clear sky
397,Salinopolis,BR,2022-08-08 01:16:55,-0.6136,-47.3561,78.35,86,74,11.56,broken clouds
398,Naifaru,MV,2022-08-08 01:16:56,5.4444,73.3657,80.2,83,99,16.75,overcast clouds
399,Constitucion,CL,2022-08-08 01:16:56,-35.3333,-72.4167,47.53,87,0,8.3,clear sky
400,Nome,US,2022-08-08 01:16:57,64.5011,-165.4064,50.07,81,100,4.61,light rain
401,Broken Hill,AU,2022-08-08 01:12:11,-31.95,141.4333,55.81,49,2,5.61,clear sky
402,Bagdarin,RU,2022-08-08 01:16:58,54.4333,113.6,57.02,57,100,10.76,overcast clouds
403,Belmonte,BR,2022-08-08 01:16:59,-15.8631,-38.8828,72.34,76,6,8.43,clear sky
404,Almenara,BR,2022-08-08 01:17:00,-16.1836,-40.6944,67.57,93,12,2.93,light rain
405,Lavrentiya,RU,2022-08-08 01:17:00,65.5833,-171.0,37.44,84,100,12.82,light rain
406,Diffa,NE,2022-08-08 01:17:01,13.3154,12.6113,76.12,82,100,10.11,moderate rain
407,Codrington,AU,2022-08-08 01:17:01,-38.2667,141.9667,51.67,63,2,5.19,clear sky
408,Beloha,MG,2022-08-08 01:17:02,-25.1667,45.05,59.9,94,5,6.33,clear sky
409,Gongzhuling,CN,2022-08-08 01:17:02,43.5008,124.8198,70.0,78,7,7.4,clear sky
410,Souillac,MU,2022-08-08 01:16:54,-20.5167,57.5167,62.98,94,40,5.75,scattered clouds
411,Aleppo,SY,2022-08-08 01:17:03,36.25,37.5,73.0,75,0,17.94,clear sky
412,Portland,US,2022-08-08 01:15:38,45.5234,-122.6762,101.55,23,20,8.05,few clouds
413,Cururupu,BR,2022-08-08 01:17:03,-1.8283,-44.8683,73.72,92,51,3.78,broken clouds
414,Minab,IR,2022-08-08 01:17:04,27.1467,57.0801,86.32,79,0,0.0,clear sky
415,Dakar,SN,2022-08-08 01:12:27,14.6937,-17.4441,81.48,81,100,4.23,light rain
416,Gobabis,NA,2022-08-08 01:17:04,-22.45,18.9667,54.03,42,2,5.32,clear sky
417,Vestmanna,FO,2022-08-08 01:17:05,62.1564,-7.1664,50.92,100,100,5.75,mist
418,Revelstoke,CA,2022-08-08 01:15:20,50.9832,-118.2023,77.02,53,0,3.44,clear sky
419,Xichang,CN,2022-08-08 01:17:06,27.8964,102.2634,70.02,90,100,0.29,overcast clouds
420,San Bartolome De Tirajana,ES,2022-08-08 01:17:06,27.9248,-15.5733,62.31,82,20,24.16,few clouds
421,Fare,PF,2022-08-08 01:17:06,-16.7,-151.0167,76.42,71,9,24.47,clear sky
422,Vanderhoof,CA,2022-08-08 01:17:07,54.0166,-124.0198,80.02,30,1,11.7,clear sky
423,Simbahan,PH,2022-08-08 01:17:07,6.3032,120.5836,81.45,74,91,5.41,overcast clouds
424,Koumac,NC,2022-08-08 01:17:08,-20.5667,164.2833,76.5,73,53,8.43,broken clouds
425,Goundam,ML,2022-08-08 01:17:08,16.4145,-3.6708,84.38,57,100,21.68,overcast clouds
426,Trinidad,BO,2022-08-08 01:17:10,-14.8333,-64.9,71.69,96,100,3.31,overcast clouds
427,Jardim,BR,2022-08-08 01:17:10,-21.4803,-56.1381,67.73,94,100,3.74,overcast clouds
428,Iracoubo,GF,2022-08-08 01:17:11,5.4802,-53.2011,79.86,81,100,9.48,overcast clouds
429,Pecos,US,2022-08-08 01:15:24,31.4229,-103.4932,94.03,27,0,10.36,clear sky
430,Solone,UA,2022-08-08 01:17:11,48.2081,34.8721,69.06,49,4,8.32,clear sky
431,Clarence Town,AU,2022-08-08 01:17:12,-32.5833,151.7833,61.86,68,36,7.56,light rain
432,Nago,JP,2022-08-08 01:17:13,26.5881,127.9761,90.03,73,6,5.7,clear sky
433,Moron,AR,2022-08-08 01:17:14,-34.6534,-58.6198,49.69,79,55,9.37,broken clouds
434,Chihuahua,MX,2022-08-08 01:14:30,28.5,-106.0,86.83,34,24,13.69,few clouds
435,Gwanda,ZW,2022-08-08 01:17:14,-20.9333,29.0,59.13,35,5,6.24,clear sky
436,Colac,AU,2022-08-08 01:17:15,-38.3333,143.5833,49.17,61,2,4.14,clear sky
437,Fort Frances,CA,2022-08-08 01:17:16,48.5999,-93.4003,64.06,75,100,0.0,overcast clouds
438,Union,US,2022-08-08 01:17:16,40.6334,-74.2663,89.49,59,0,11.5,clear sky
439,Darnah,LY,2022-08-08 01:17:17,32.767,22.6367,79.84,65,0,12.8,clear sky
440,Tazovskiy,RU,2022-08-08 01:17:17,67.4667,78.7,60.94,88,0,6.22,clear sky
441,Port Hedland,AU,2022-08-08 01:17:19,-20.3167,118.5667,73.45,20,0,5.75,clear sky
442,Tommot,RU,2022-08-08 01:17:19,58.9564,126.2925,59.36,72,100,7.0,overcast clouds
443,Bireun,ID,2022-08-08 01:17:20,5.203,96.7009,79.39,64,65,4.25,broken clouds
444,Puerto Del Rosario,ES,2022-08-08 01:17:21,28.5004,-13.8627,71.35,88,20,18.41,few clouds
445,Xingcheng,CN,2022-08-08 01:17:21,40.6167,120.7167,77.68,53,31,14.72,scattered clouds
446,Fuerte,PH,2022-08-08 01:17:22,17.5381,120.3644,80.11,73,100,0.67,overcast clouds
447,Tautira,PF,2022-08-08 01:17:22,-17.7333,-149.15,74.59,75,52,23.35,light rain
448,Siddipet,IN,2022-08-08 01:17:23,18.1,78.85,72.0,96,100,14.05,very heavy rain
449,Swift Current,CA,2022-08-08 01:17:24,50.2834,-107.8014,86.81,19,0,11.5,clear sky
450,Ostersund,SE,2022-08-08 01:14:24,63.1792,14.6357,46.62,100,54,3.44,broken clouds
451,Sistranda,NO,2022-08-08 01:17:25,63.7256,8.834,51.76,79,100,6.64,overcast clouds
452,Nouadhibou,MR,2022-08-08 01:17:26,20.931,-17.0347,73.38,88,3,10.36,clear sky
453,Saint George,US,2022-08-08 01:16:29,37.1041,-113.5841,103.62,12,0,12.66,clear sky
454,Florianopolis,BR,2022-08-08 01:17:26,-27.6146,-48.5012,61.41,99,100,9.22,light intensity drizzle rain
455,Sayhat,SA,2022-08-08 01:17:27,26.4852,50.0405,89.82,58,0,5.37,clear sky
456,Elkhart,US,2022-08-08 01:12:38,41.5823,-85.8344,76.48,93,100,0.0,overcast clouds
457,Samarai,PG,2022-08-08 01:17:28,-10.6167,150.6667,81.28,70,59,12.06,broken clouds
458,Palu,ID,2022-08-08 01:17:28,-0.8917,119.8707,81.12,85,82,0.65,broken clouds
459,Jambi,ID,2022-08-08 01:17:29,-1.6,103.6167,77.52,81,14,5.01,few clouds
460,Takoradi,GH,2022-08-08 01:15:41,4.8845,-1.7554,73.29,78,81,11.21,broken clouds
461,Vostok,RU,2022-08-08 01:17:30,46.4856,135.8833,67.12,98,100,3.36,overcast clouds
462,Nabire,ID,2022-08-08 01:15:23,-3.3667,135.4833,80.71,82,33,0.74,scattered clouds
463,Komsomolskiy,UZ,2022-08-08 01:17:30,40.4272,71.7189,77.58,30,5,3.18,clear sky
464,Lorengau,PG,2022-08-08 01:17:31,-2.0226,147.2712,84.47,71,91,7.92,overcast clouds
465,Kungurtug,RU,2022-08-08 01:17:32,50.5994,97.5228,61.39,36,73,1.07,broken clouds
466,Marsa Matruh,EG,2022-08-08 01:17:32,31.3525,27.2453,76.57,78,0,9.93,clear sky
467,Krasnyy Chikoy,RU,2022-08-08 01:17:33,50.3643,108.7512,61.21,55,59,0.74,broken clouds
468,Springfield,US,2022-08-08 01:17:21,37.2153,-93.2982,87.03,65,0,8.05,clear sky
469,Galesong,ID,2022-08-08 01:17:34,-5.3166,119.3661,82.42,71,26,11.52,scattered clouds
470,Barry,GB,2022-08-08 01:17:34,51.4067,-3.2694,62.33,73,2,5.75,clear sky
471,Suluq,LY,2022-08-08 01:17:35,31.6682,20.2521,78.75,74,0,6.26,clear sky
472,Lata,PT,2022-08-08 01:17:35,40.1629,-8.3327,59.94,90,0,2.19,clear sky
473,Nantucket,US,2022-08-08 01:13:17,41.2835,-70.0995,79.0,90,0,16.11,clear sky
474,Benguela,AO,2022-08-08 01:17:35,-12.5763,13.4055,65.5,89,69,3.29,broken clouds
475,Nanchang,CN,2022-08-08 01:14:58,28.6833,115.8833,87.01,59,77,6.6,broken clouds
476,Enshi,CN,2022-08-08 01:12:39,30.3,109.4833,84.49,71,100,1.23,overcast clouds
477,Nioro,GM,2022-08-08 01:17:36,13.35,-15.75,73.36,96,94,8.9,light rain
478,Qarqin,AF,2022-08-08 01:17:37,37.4185,66.0436,82.83,21,0,8.63,clear sky
479,Pithapuram,IN,2022-08-08 01:17:37,17.1167,82.2667,79.12,95,100,13.22,moderate rain
480,Bani,DO,2022-08-08 01:17:37,18.2833,-70.3333,76.44,74,89,13.2,overcast clouds
481,Cabedelo,BR,2022-08-08 01:17:38,-6.9811,-34.8339,72.27,76,2,11.92,clear sky
482,Aykhal,RU,2022-08-08 01:17:38,66.0,111.5,44.29,97,100,3.96,overcast clouds
483,Dalbandin,PK,2022-08-08 01:17:39,28.8947,64.4101,89.31,14,100,5.35,overcast clouds
484,Gisborne,NZ,2022-08-08 01:17:39,-38.6533,178.0042,56.98,67,16,5.44,few clouds
485,Nouakchott,MR,2022-08-08 01:17:40,18.0858,-15.9785,80.53,84,16,10.36,few clouds
486,Stillwater,US,2022-08-08 01:17:40,36.1156,-97.0584,93.56,46,0,9.22,clear sky
487,Bathsheba,BB,2022-08-08 01:15:40,13.2167,-59.5167,83.01,96,40,11.5,scattered clouds
488,Olinda,BR,2022-08-08 01:17:42,-8.0089,-34.8553,76.73,69,40,9.22,scattered clouds
489,Jutai,BR,2022-08-08 01:17:42,-5.1833,-68.9,77.11,83,82,1.92,light rain
490,Bandundu,CD,2022-08-08 01:17:43,-3.3167,17.3667,77.88,47,69,3.56,broken clouds
491,Port-Cartier,CA,2022-08-08 01:17:43,50.0334,-66.8654,62.28,54,67,10.49,broken clouds
492,Camapua,BR,2022-08-08 01:17:44,-19.5314,-54.0439,78.03,42,100,2.46,overcast clouds
493,Ancud,CL,2022-08-08 01:17:44,-41.8697,-73.8203,43.23,84,6,3.24,clear sky
494,Los Llanos De Aridane,ES,2022-08-08 01:17:44,28.6585,-17.9182,67.75,78,40,14.97,scattered clouds
495,Faya,SA,2022-08-08 01:17:45,18.3851,42.4509,64.51,72,6,4.12,clear sky
496,Gat,IL,2022-08-08 01:17:45,31.61,34.7642,77.68,71,0,0.6,clear sky
497,Qasigiannguit,GL,2022-08-08 01:17:46,68.8193,-51.1922,43.05,96,100,1.19,overcast clouds
498,Dargaville,NZ,2022-08-08 01:17:46,-35.9333,173.8833,62.04,66,1,6.22,clear sky
499,Esperance,AU,2022-08-08 01:17:46,-33.8667,121.9,54.61,79,9,15.88,clear sky
500,Aswan,EG,2022-08-08 01:17:47,24.0934,32.907,89.69,24,0,12.91,clear sky
501,Jiuquan,CN,2022-08-08 01:17:47,39.7432,98.5174,75.63,38,50,5.7,scattered clouds
502,San Antonio,US,2022-08-08 01:17:00,29.4241,-98.4936,92.12,51,0,14.97,clear sky
503,Riviere-Au-Renard,CA,2022-08-08 01:16:34,48.9957,-64.3971,66.49,63,100,20.96,overcast clouds
504,Katherine,AU,2022-08-08 01:17:48,-14.4667,132.2667,84.52,32,6,14.97,clear sky
505,Antonovo,BG,2022-08-08 01:17:49,43.15,26.1667,56.17,74,0,1.19,clear sky
506,Torbat-E Jam,IR,2022-08-08 01:17:49,35.244,60.6225,75.07,32,0,10.36,clear sky
507,Gari,RU,2022-08-08 01:17:50,59.4307,62.3497,64.44,81,15,2.93,few clouds
508,Shatrovo,RU,2022-08-08 01:17:50,56.5167,64.6333,61.48,81,86,4.94,overcast clouds
509,Changli,CN,2022-08-08 01:17:50,39.7042,119.1506,80.26,58,91,12.97,overcast clouds
510,Awbari,LY,2022-08-08 01:17:51,26.5921,12.7805,83.12,23,0,8.52,clear sky
511,Rottingdean,GB,2022-08-08 01:17:51,50.8098,-0.0594,62.44,81,6,4.32,clear sky
512,Sechura,PE,2022-08-08 01:17:52,-5.5569,-80.8222,64.42,76,1,16.87,clear sky
513,Eskisehir,TR,2022-08-08 01:17:52,39.7767,30.5206,66.11,82,20,6.91,few clouds
514,Sorland,NO,2022-08-08 01:17:53,67.667,12.6934,52.61,84,100,7.96,overcast clouds
515,Ternate,ID,2022-08-08 01:17:54,0.8,127.4,81.03,75,100,3.65,overcast clouds
516,Shimoda,JP,2022-08-08 01:17:54,34.6667,138.95,82.76,73,40,11.12,light rain
517,Gurkovo,BG,2022-08-08 01:17:55,42.6667,25.8,62.98,58,0,6.2,clear sky
518,Saint-Francois,FR,2022-08-08 01:17:55,46.4154,3.9054,56.68,71,0,4.61,clear sky
519,Rocha,UY,2022-08-08 01:17:56,-34.4833,-54.3333,42.93,90,96,3.56,overcast clouds
520,Ishigaki,JP,2022-08-08 01:17:56,24.3448,124.1572,89.73,70,40,11.5,scattered clouds
521,Ust-Tsilma,RU,2022-08-08 01:17:57,65.441,52.1498,59.65,97,39,5.19,light rain
522,Dryden,CA,2022-08-08 01:15:19,49.7833,-92.7503,62.89,63,100,3.44,overcast clouds
523,Nyimba,ZM,2022-08-08 01:17:57,-14.5566,30.8149,61.7,42,0,2.17,clear sky
524,Saint Anthony,US,2022-08-08 01:17:58,45.0205,-93.218,73.26,79,100,9.22,overcast clouds
525,Jacqueville,CI,2022-08-08 01:17:58,5.2052,-4.4146,75.7,79,41,14.25,scattered clouds
